"ID";"NederlandseEconomie";"Perioden";"CO2_1";"N2O_2";"CH4_3";"BroeikasgasEquivalent_4";"NOx_5";"SO2_6";"NH3_7";"ZuurEquivalent_8";"CFK12Equivalent_9";"CO_10";"NMVOS_11";"PM10_12"
"386";"315800 ";"2016JJ00";"191";"0";"0";"194";"0.4";"0";"0";"0";"0";"1.2";"0.3";"0.2"
"387";"315800 ";"2017JJ00";"124";"0";"0";"126";"0.3";"0";"0";"0";"0";"1";"0.3";"0.2"
"388";"315800 ";"2018JJ00";"123";"0";"0";"125";"0.2";"0";"0";"0";"0";"1";"0.2";"0.2"
"389";"315800 ";"2019JJ00";"108";"0";"0";"109";"0.2";"0";"0";"0";"0";"0.8";"0.2";"0.2"
"390";"317100 ";"1990JJ00";"1520";"0";"0.2";"1525";"3.3";"0.3";"0.1";"0.1";"0";"1.9";"3.9";"0.4"
"391";"317100 ";"1991JJ00";"1452";"0";"0.2";"1456";"3.6";"0.2";"0.1";"0.1";"0";"2.1";"3.4";"0.4"
"392";"317100 ";"1992JJ00";"1427";"0";"0.2";"1432";"3.1";"0.1";"0.1";"0.1";"0";"2.3";"2.8";"0.4"
"393";"317100 ";"1993JJ00";"1394";"0";"0.2";"1399";"3.1";"0.2";"0.1";"0.1";"0";"2.5";"2.2";"0.4"
"394";"317100 ";"1994JJ00";"1531";"0";"0.2";"1537";"2.8";"0.1";"0.1";"0.1";"0";"2.6";"1.7";"0.4"
"395";"317100 ";"1995JJ00";"1269";"0";"0.2";"1274";"2.8";"0.1";"0.1";"0.1";"0";"2.7";"1.1";"0.4"
"396";"317100 ";"1996JJ00";"1360";"0";"0.2";"1365";"2.3";"0.1";"0";"0.1";"0";"2.3";"0.3";"0"
"397";"317100 ";"1997JJ00";"1396";"0";"0.2";"1402";"2.3";"0.1";"0.1";"0.1";"0";"1.8";"0.2";"0"
"398";"317100 ";"1998JJ00";"1368";"0";"0.2";"1374";"2";"0.1";"0.1";"0.1";"0";"2";"0.2";"0"
"399";"317100 ";"1999JJ00";"1379";"0";"0.2";"1385";"1.3";"0";"0";"0";"0";"1.3";"0.3";"0"
"400";"317100 ";"2000JJ00";"1403";"0";"0.2";"1408";"2.4";"0.1";"0.1";"0.1";"0";"2.2";"0.5";"0.4"
"401";"317100 ";"2001JJ00";"1313";"0";"0.2";"1318";"2.1";"0";"0.1";"0.1";"0";"2.2";"0.3";"0.4"
"402";"317100 ";"2002JJ00";"1380";"0";"0.2";"1385";"2.2";"0.1";"0";"0.1";"0.1";"3.1";"0.5";"0.4"
"403";"317100 ";"2003JJ00";"1317";"0";"0.2";"1322";"2.4";"0.1";"0";"0.1";"0";"2.8";"0.3";"0.4"
"404";"317100 ";"2004JJ00";"1316";"0";"0.2";"1320";"2.2";"0.1";"0";"0.1";"0";"3.1";"0.2";"0.4"
"405";"317100 ";"2005JJ00";"1566";"0";"0.2";"1572";"2";"0";"0";"0";"0";"3.4";"0.4";"0.4"
"406";"317100 ";"2006JJ00";"1524";"0";"0.2";"1530";"1.9";"0";"0";"0";"0";"2.9";"0.5";"0.4"
"407";"317100 ";"2007JJ00";"1288";"0";"0.2";"1293";"1.9";"0";"0";"0";"0";"2.2";"0.7";"0.3"
"408";"317100 ";"2008JJ00";"1085";"0";"0.1";"1090";"1.7";"0";"0";"0";"0";"2.1";"0.5";"0.3"
"409";"317100 ";"2009JJ00";"1049";"0";"0.1";"1054";"1.5";"0";"0";"0";"0";"1.9";"0.4";"0.3"
"410";"317100 ";"2010JJ00";"1154";"0";"0.2";"1159";"1.5";"0";"0";"0";"0";"2.4";"0.5";"0.3"
"411";"317100 ";"2011JJ00";"1075";"0";"0.2";"1080";"1.5";"0";"0";"0";"0";"2.2";"0.5";"0.3"
"412";"317100 ";"2012JJ00";"1068";"0";"0.2";"1073";"1.4";"0";"0";"0";"0";"2.2";"0.4";"0.3"
"413";"317100 ";"2013JJ00";"989";"0";"0.2";"993";"1.4";"0";"0";"0";"0";"2.2";"0.4";"0.3"
"414";"317100 ";"2014JJ00";"1012";"0";"0.2";"1017";"1.3";"0";"0";"0";"0";"2.1";"0.5";"0.3"
"415";"317100 ";"2015JJ00";"880";"0";"0.1";"884";"1.2";"0";"0";"0";"0";"2.1";"0.6";"0.3"
"416";"317100 ";"2016JJ00";"874";"0";"0.1";"878";"1.2";"0";"0";"0";"0";"2";"0.8";"0.3"
"417";"317100 ";"2017JJ00";"916";"0";"0.1";"920";"1.1";"0";"0";"0";"0";"1.7";"0.4";"0.3"
"418";"317100 ";"2018JJ00";"819";"0";"0.1";"822";"1.1";"0";"0";"0";"0";"1.7";"0.4";"0.3"
"419";"317100 ";"2019JJ00";"1022";"0";"0.1";"1027";"1.2";"0";"0";"0";"0";"1.7";"0.4";"0.3"
"420";"318600 ";"1990JJ00";"236";"0";"0";"237";"0.4";"0";"0";"0";"50.2";"0.9";"13.1";"0"
"421";"318600 ";"1991JJ00";"386";"0";"0";"388";"0.4";"0";"0";"0";"40.2";"1";"13.1";"0"
"422";"318600 ";"1992JJ00";"386";"0";"0";"387";"0.4";"0";"0";"0";"30.1";"1.1";"13.1";"0"
"423";"318600 ";"1993JJ00";"371";"0";"0";"372";"0.5";"0";"0";"0";"20.1";"1.1";"13.1";"0"
"424";"318600 ";"1994JJ00";"249";"0";"0";"250";"0.5";"0";"0";"0";"10";"1.2";"13.1";"0"
"425";"318600 ";"1995JJ00";"193";"0";"0";"193";"0.5";"0";"0";"0";"0";"1.3";"13.2";"0"
"426";"318600 ";"1996JJ00";"220";"0";"0";"221";"0.5";"0";"0";"0";"0";"1.7";"12.4";"0"
"427";"318600 ";"1997JJ00";"200";"0";"0";"201";"0.5";"0";"0";"0";"0";"0.5";"12.2";"0"
"428";"318600 ";"1998JJ00";"215";"0";"0";"215";"0.5";"0";"0";"0";"0";"0.8";"12.4";"0"
"429";"318600 ";"1999JJ00";"228";"0";"0";"229";"0.5";"0";"0";"0";"0";"1";"11.2";"0"
"430";"318600 ";"2000JJ00";"226";"0";"0";"227";"0.5";"0";"0";"0";"0";"1.1";"11";"0"
"431";"318600 ";"2001JJ00";"230";"0";"0";"231";"0.5";"0";"0";"0";"0";"1.3";"7.7";"0"
"432";"318600 ";"2002JJ00";"214";"0";"0";"215";"0.5";"0";"0";"0";"0";"1";"7.4";"0"
"433";"318600 ";"2003JJ00";"215";"0";"0";"216";"0.4";"0";"0";"0";"0";"1.1";"5.6";"0"
"434";"318600 ";"2004JJ00";"234";"0";"0";"234";"0.4";"0";"0";"0";"0";"1";"5.5";"0"
"435";"318600 ";"2005JJ00";"224";"0";"0";"225";"0.4";"0";"0";"0";"0";"1.5";"5.4";"0"
"436";"318600 ";"2006JJ00";"190";"0";"0";"191";"0.4";"0";"0";"0";"0";"1.7";"4.6";"0"
"437";"318600 ";"2007JJ00";"180";"0";"0";"181";"0.4";"0";"0";"0";"0";"1";"4.2";"0"
"438";"318600 ";"2008JJ00";"195";"0";"0";"196";"0.4";"0";"0";"0";"0";"1.1";"3.8";"0"
"439";"318600 ";"2009JJ00";"128";"0";"0";"130";"0.3";"0";"0";"0";"0";"1.1";"3.7";"0"
"440";"318600 ";"2010JJ00";"125";"0";"0";"126";"0.3";"0";"0";"0";"0";"0.8";"3.4";"0"
"441";"318600 ";"2011JJ00";"101";"0";"0";"102";"0.3";"0";"0";"0";"0";"0.4";"3.1";"0"
"442";"318600 ";"2012JJ00";"107";"0";"0";"108";"0.2";"0";"0";"0";"0";"0.4";"3.4";"0"
"443";"318600 ";"2013JJ00";"87";"0";"0";"88";"0.2";"0";"0";"0";"0";"0.4";"3.6";"0"
"444";"318600 ";"2014JJ00";"67";"0";"0";"68";"0.2";"0";"0";"0";"0";"0.4";"3.1";"0"
"445";"318600 ";"2015JJ00";"73";"0";"0";"73";"0.2";"0";"0";"0";"0";"0.4";"2.8";"0"
"446";"318600 ";"2016JJ00";"74";"0";"0";"75";"0.2";"0";"0";"0";"0";"0.4";"2.9";"0"
"447";"318600 ";"2017JJ00";"76";"0";"0";"77";"0.1";"0";"0";"0";"0";"0.4";"3.3";"0"
"448";"318600 ";"2018JJ00";"80";"0";"0";"81";"0.1";"0";"0";"0";"0";"0.4";"0.2";"0"
"449";"318600 ";"2019JJ00";"65";"0";"0";"66";"0.1";"0";"0";"0";"0";"0.4";"0.2";"0"
"450";"320000 ";"1990JJ00";"11023";"0";"1.1";"11065";"19";"67.2";"0";"2.5";"0";"5.3";"15.9";"6.5"
"451";"320000 ";"1991JJ00";"11081";"0";"1.1";"11117";"19.6";"59.1";"0";"2.3";"0";"4.9";"15.2";"6.1"
"452";"320000 ";"1992JJ00";"10432";"0";"1.1";"10466";"17.5";"59.5";"0";"2.2";"0";"4.4";"14.5";"5.8"
"453";"320000 ";"1993JJ00";"11507";"0";"1.3";"11552";"17.3";"63.3";"0";"2.4";"0";"3.9";"13.8";"5.5"
"454";"320000 ";"1994JJ00";"11338";"0";"1.2";"11381";"16.8";"58.9";"0";"2.2";"0";"3.5";"13.1";"5.1"
"455";"320000 ";"1995JJ00";"11615";"0.1";"1";"11655";"17.3";"61.2";"0";"2.3";"0";"3";"12.4";"4.8"
"456";"320000 ";"1996JJ00";"11821";"0.1";"1";"11863";"16.7";"55.1";"0";"2.1";"0";"3.2";"13.9";"5.3"
"457";"320000 ";"1997JJ00";"11950";"0";"1";"11991";"15.8";"52.6";"0";"2";"0";"3.3";"12.7";"4.9"
"458";"320000 ";"1998JJ00";"12367";"0";"1";"12405";"12.6";"49.6";"0";"1.8";"0";"2.9";"9.8";"3.4"
"459";"320000 ";"1999JJ00";"11835";"0";"0.9";"11871";"11.8";"46.3";"0";"1.7";"0";"3.5";"10.7";"3.4"
"460";"320000 ";"2000JJ00";"12383";"0";"0.9";"12417";"10.5";"33.2";"0";"1.3";"0";"3.7";"15";"3.4"
"461";"320000 ";"2001JJ00";"12733";"0";"0.9";"12766";"10.4";"34.8";"0";"1.3";"0";"3";"8.9";"2.9"
"462";"320000 ";"2002JJ00";"11725";"0";"0.9";"11757";"10.1";"30.4";"0";"1.2";"0";"5.6";"8.2";"2.4"
"463";"320000 ";"2003JJ00";"12311";"0";"0.9";"12345";"10";"29.5";"0";"1.1";"0";"6.8";"8.3";"2.8"
"464";"320000 ";"2004JJ00";"12267";"0";"0.9";"12302";"9.5";"32.3";"0";"1.2";"0";"6.8";"8.1";"2"
"465";"320000 ";"2005JJ00";"12377";"0";"0.9";"12410";"9.3";"32.2";"0";"1.2";"0";"6";"12.4";"1.7"
"466";"320000 ";"2006JJ00";"11598";"0";"0.8";"11630";"10.3";"32.4";"0";"1.2";"0";"6.7";"9.9";"1.7"
"467";"320000 ";"2007JJ00";"11611";"0";"1";"11647";"9.4";"29.9";"0";"1.1";"0";"4.7";"8.1";"1.5"
"468";"320000 ";"2008JJ00";"11821";"0";"0.8";"11854";"8.7";"25.7";"0";"1";"0";"5.8";"7.7";"1.4"
"469";"320000 ";"2009JJ00";"10801";"0";"1.3";"10841";"6.3";"17.9";"0";"0.7";"0";"7.6";"6.9";"0.6"
"470";"320000 ";"2010JJ00";"10630";"0";"1";"10664";"5.7";"12.7";"0";"0.5";"0";"6.6";"7.2";"0.3"
"471";"320000 ";"2011JJ00";"10833";"0";"1.5";"10879";"5.9";"12.5";"0";"0.5";"0";"9.2";"6";"0.3"
"472";"320000 ";"2012JJ00";"10539";"0";"1.3";"10581";"5.4";"13.9";"0";"0.6";"0";"8.1";"6.4";"0.2"
"473";"320000 ";"2013JJ00";"10317";"0";"0.9";"10347";"5.6";"9.9";"0";"0.4";"0";"6.6";"6.4";"0.2"
"474";"320000 ";"2014JJ00";"10688";"0";"0.9";"10719";"5.3";"9.7";"0";"0.4";"0";"6.8";"5.7";"0.2"
"475";"320000 ";"2015JJ00";"11073";"0";"0.9";"11104";"5.3";"11.1";"0";"0.5";"0";"7.7";"5.6";"0.3"
"476";"320000 ";"2016JJ00";"10668";"0";"0.9";"10700";"5";"11.2";"0";"0.5";"0";"7";"5.2";"0.2"
"477";"320000 ";"2017JJ00";"10068";"0";"0.9";"10099";"4.8";"11.1";"0";"0.5";"0";"4.2";"5.1";"0.2"
"478";"320000 ";"2018JJ00";"10134";"0";"1";"10169";"5.2";"9.8";"0";"0.4";"0";"4.5";"4.7";"0.2"
"479";"320000 ";"2019JJ00";"11031";"0";"1.1";"11066";"5.5";"8.7";"0";"0.4";"0";"4.5";"3.9";"0.2"
"480";"320705 ";"1990JJ00";"21870";"23.8";"12.3";"34866";"39.3";"20.1";"3.3";"1.7";"1576.7";"25";"34.6";"4.5"
"481";"320705 ";"1991JJ00";"23736";"23.8";"12.3";"35796";"37.4";"13.6";"3.5";"1.4";"1311.6";"27.3";"31.6";"4.3"
"482";"320705 ";"1992JJ00";"25316";"24";"12.4";"38136";"32.5";"14.8";"3.6";"1.4";"1046.5";"29.6";"28.6";"4.1"
"483";"320705 ";"1993JJ00";"19559";"25.6";"12";"33327";"29.5";"12.6";"3.1";"1.2";"781.4";"31.9";"25.6";"3.8"
"484";"320705 ";"1994JJ00";"19070";"25";"12";"33922";"30.3";"12.8";"3.4";"1.3";"516.3";"34.2";"22.7";"3.6"
"485";"320705 ";"1995JJ00";"17112";"23.8";"12";"31797";"28.5";"11.3";"3.1";"1.2";"251.2";"36.4";"19.9";"3.6"
"486";"320705 ";"1996JJ00";"17459";"23.8";"12";"33850";"28.4";"11.3";"2.8";"1.1";"191.6";"42.6";"19.6";"1.7"
"487";"320705 ";"1997JJ00";"17025";"23.6";"12";"33991";"24.5";"10.6";"2.5";"1";"132";"41.4";"17.4";"1.8"
"488";"320705 ";"1998JJ00";"17048";"23.7";"11.9";"34604";"20.1";"6.4";"2.4";"0.8";"70.6";"37.5";"16";"2.3"
"489";"320705 ";"1999JJ00";"16679";"22.6";"12.4";"29516";"17.9";"4";"2";"0.6";"50";"39.7";"15.2";"1.9"
"490";"320705 ";"2000JJ00";"16421";"23.1";"12.4";"27155";"15.6";"3.1";"1.8";"0.5";"40";"28.1";"13.7";"1.6"
"491";"320705 ";"2001JJ00";"15729";"21.1";"12.3";"23312";"14.4";"4.2";"1.8";"0.5";"25.9";"29.3";"12.2";"1.2"
"492";"320705 ";"2002JJ00";"16095";"20.3";"13.8";"23259";"14.5";"4.1";"1.5";"0.5";"10.6";"26.2";"11.2";"1.6"
"493";"320705 ";"2003JJ00";"16635";"20.5";"13.8";"23721";"15.6";"3.6";"1.6";"0.5";"0";"23.2";"10.8";"1.3"
"494";"320705 ";"2004JJ00";"16511";"22.4";"13.9";"24074";"15.7";"4.3";"2.1";"0.6";"0";"25.6";"10.9";"1.4"
"495";"320705 ";"2005JJ00";"16282";"22.5";"13.8";"23633";"15";"3.9";"1.5";"0.5";"0";"21.6";"8.6";"1.3"
"496";"320705 ";"2006JJ00";"16877";"22.4";"12.6";"24264";"14.3";"4";"1.3";"0.5";"0";"20.3";"8.7";"1.3"
"497";"320705 ";"2007JJ00";"17771";"18";"12.8";"23799";"13.3";"4.1";"1.1";"0.5";"0";"35.8";"9.2";"1.1"
"498";"320705 ";"2008JJ00";"17378";"5.8";"12.4";"19716";"13.5";"3.4";"1.1";"0.5";"0";"29";"8.8";"0.9"
"499";"320705 ";"2009JJ00";"16214";"6.1";"12";"18640";"11.9";"2.3";"0.9";"0.4";"0";"12.8";"6.9";"1.4"
"500";"320705 ";"2010JJ00";"18195";"5.1";"12.8";"20650";"12.5";"2.1";"0.7";"0.4";"0";"12.5";"6.9";"1.4"
"501";"320705 ";"2011JJ00";"17685";"5.1";"12.6";"19785";"12.2";"2.4";"1";"0.4";"0";"14.4";"7.5";"1.3"
"502";"320705 ";"2012JJ00";"18142";"5.2";"12.8";"20225";"11.6";"2.1";"0.8";"0.4";"0";"16.5";"9.4";"1.4"
"503";"320705 ";"2013JJ00";"17895";"5.2";"12.6";"20031";"10.1";"1.6";"0.6";"0.3";"0";"13.1";"7.4";"1.5"
"504";"320705 ";"2014JJ00";"17545";"5.4";"12.9";"19551";"9.6";"1.8";"0.6";"0.3";"0";"11.7";"7.2";"1.3"
"505";"320705 ";"2015JJ00";"17553";"5.4";"12.8";"19637";"9.1";"1.6";"0.6";"0.3";"0";"13.2";"6.2";"1.2"
"506";"320705 ";"2016JJ00";"18601";"4.7";"12.8";"20512";"9.6";"1.5";"0.8";"0.3";"0";"12.9";"5.7";"1.3"
"507";"320705 ";"2017JJ00";"19608";"5";"13.1";"21563";"9.2";"1.7";"0.7";"0.3";"0";"14.8";"5.8";"1.5"
"508";"320705 ";"2018JJ00";"19549";"4.6";"12.6";"21472";"9.1";"1.7";"0.9";"0.3";"0";"11.7";"5.8";"1.3"
"509";"320705 ";"2019JJ00";"18941";"4.6";"12.6";"20998";"8.9";"1.5";"0.9";"0.3";"0";"11.7";"5.6";"1"
"510";"320700 ";"1990JJ00";"21630";"23.8";"12.2";"34625";"38.9";"19.9";"3.3";"1.7";"1574.3";"24.9";"33";"4.4"
"511";"320700 ";"1991JJ00";"23506";"23.8";"12.3";"35566";"37";"13.5";"3.5";"1.4";"1309.6";"27.2";"30.2";"4.2"
"512";"320700 ";"1992JJ00";"25086";"24";"12.4";"37905";"32.2";"14.6";"3.6";"1.4";"1044.9";"29.5";"27.3";"4"
"513";"320700 ";"1993JJ00";"18933";"25.6";"12";"32699";"29.2";"12.3";"3.1";"1.2";"780.2";"31.8";"24.5";"3.8"
"514";"320700 ";"1994JJ00";"18609";"25";"12";"33460";"29.9";"12.4";"3.4";"1.2";"515.5";"34";"21.6";"3.6"
"515";"320700 ";"1995JJ00";"16685";"23.8";"11.9";"31368";"28.1";"11.2";"3.1";"1.1";"250.8";"36.3";"19.2";"3.6"
"516";"320700 ";"1996JJ00";"17029";"23.8";"12";"33419";"28.1";"11.2";"2.8";"1.1";"191.3";"42.4";"19";"1.7"
"517";"320700 ";"1997JJ00";"16628";"23.6";"11.9";"33594";"24.2";"10.5";"2.5";"1";"131.8";"41.2";"16.8";"1.8"
"518";"320700 ";"1998JJ00";"16564";"23.7";"11.9";"34119";"19.9";"6.3";"2.3";"0.8";"70.5";"37.2";"15.5";"2.3"
"519";"320700 ";"1999JJ00";"16278";"22.6";"12.4";"29114";"17.7";"3.9";"2";"0.6";"50";"39.6";"14.8";"1.9"
"520";"320700 ";"2000JJ00";"16022";"23.1";"12.4";"26756";"15.3";"3";"1.8";"0.5";"40";"27.8";"13.1";"1.6"
"521";"320700 ";"2001JJ00";"15313";"21.1";"12.3";"22895";"14.3";"4.2";"1.8";"0.5";"25.9";"29";"11.8";"1.2"
"522";"320700 ";"2002JJ00";"15741";"20.3";"13.8";"22904";"14.3";"4.1";"1.5";"0.5";"10.6";"26.1";"10.7";"1.6"
"523";"320700 ";"2003JJ00";"16313";"20.5";"13.8";"23398";"15.3";"3.5";"1.6";"0.5";"0";"22.9";"10.2";"1.1"
"524";"320700 ";"2004JJ00";"16200";"22.4";"13.9";"23762";"15.5";"4.3";"2.1";"0.6";"0";"25.4";"10.4";"1.4"
"525";"320700 ";"2005JJ00";"15965";"22.5";"13.7";"23315";"14.9";"3.9";"1.5";"0.5";"0";"21.4";"8.2";"1.3"
"526";"320700 ";"2006JJ00";"16555";"22.4";"12.6";"23941";"14.1";"4";"1.3";"0.5";"0";"20.1";"8.3";"1.3"
"527";"320700 ";"2007JJ00";"17474";"18";"12.7";"23501";"13.1";"4.1";"1.1";"0.5";"0";"35.7";"8.8";"1.1"
"528";"320700 ";"2008JJ00";"17111";"5.8";"12.3";"19448";"13.3";"3.4";"1.1";"0.5";"0";"28.9";"8.4";"0.9"
"529";"320700 ";"2009JJ00";"15981";"6.1";"12";"18405";"11.7";"2.3";"0.9";"0.4";"0";"12.7";"6.5";"1.4"
"530";"320700 ";"2010JJ00";"17933";"5.1";"12.8";"20387";"12.3";"2.1";"0.7";"0.4";"0";"12.4";"6.6";"1.4"
"531";"320700 ";"2011JJ00";"17457";"5.1";"12.6";"19556";"12.1";"2.4";"1";"0.4";"0";"14.3";"7.1";"1.3"
"532";"320700 ";"2012JJ00";"17921";"5.2";"12.7";"20003";"11.4";"2.1";"0.8";"0.4";"0";"16.5";"9.2";"1.4"
"533";"320700 ";"2013JJ00";"17685";"5.2";"12.6";"19820";"10";"1.6";"0.6";"0.3";"0";"13";"7.1";"1.5"
"534";"320700 ";"2014JJ00";"17374";"5.4";"12.8";"19378";"9.5";"1.8";"0.6";"0.3";"0";"11.6";"6.8";"1.3"
"535";"320700 ";"2015JJ00";"17383";"5.4";"12.7";"19465";"9";"1.6";"0.6";"0.3";"0";"13.1";"5.9";"1.2"
"536";"320700 ";"2016JJ00";"18470";"4.7";"12.7";"20380";"9.5";"1.5";"0.8";"0.3";"0";"12.8";"5.4";"1.3"
"537";"320700 ";"2017JJ00";"19475";"5";"13.1";"21428";"9.1";"1.7";"0.7";"0.3";"0";"14.7";"5.6";"1.5"
"538";"320700 ";"2018JJ00";"19413";"4.6";"12.6";"21335";"9";"1.7";"0.9";"0.3";"0";"11.7";"5.5";"1.3"
"539";"320700 ";"2019JJ00";"18808";"4.6";"12.5";"20864";"8.8";"1.5";"0.9";"0.3";"0";"11.6";"5.3";"1"
"540";"323200 ";"1990JJ00";"240";"0";"0";"240";"0.4";"0.1";"0";"0";"2.4";"0.1";"1.6";"0"
"541";"323200 ";"1991JJ00";"230";"0";"0";"230";"0.4";"0.2";"0";"0";"2";"0.1";"1.5";"0"
"542";"323200 ";"1992JJ00";"230";"0";"0";"230";"0.4";"0.2";"0";"0";"1.6";"0.1";"1.3";"0"
"543";"323200 ";"1993JJ00";"626";"0";"0";"627";"0.3";"0.3";"0";"0";"1.2";"0.1";"1.2";"0"
"544";"323200 ";"1994JJ00";"461";"0";"0";"462";"0.3";"0.3";"0";"0";"0.8";"0.1";"1";"0"
"545";"323200 ";"1995JJ00";"427";"0";"0";"429";"0.3";"0.1";"0";"0";"0.3";"0.2";"0.7";"0"
"546";"323200 ";"1996JJ00";"430";"0";"0";"431";"0.3";"0.1";"0";"0";"0.3";"0.2";"0.6";"0"
"547";"323200 ";"1997JJ00";"397";"0";"0";"398";"0.3";"0.1";"0";"0";"0.2";"0.2";"0.5";"0"
"548";"323200 ";"1998JJ00";"484";"0";"0";"485";"0.3";"0.1";"0";"0";"0.1";"0.3";"0.5";"0"
"549";"323200 ";"1999JJ00";"401";"0";"0";"402";"0.3";"0.1";"0";"0";"0";"0.1";"0.4";"0"
"550";"323200 ";"2000JJ00";"398";"0";"0";"399";"0.3";"0";"0";"0";"0";"0.3";"0.6";"0"
"551";"323200 ";"2001JJ00";"416";"0";"0";"417";"0.2";"0.1";"0";"0";"0";"0.3";"0.4";"0"
"552";"323200 ";"2002JJ00";"354";"0";"0";"355";"0.2";"0.1";"0";"0";"0";"0.1";"0.4";"0"
"553";"323200 ";"2003JJ00";"322";"0";"0";"323";"0.3";"0.1";"0";"0";"0";"0.3";"0.6";"0.2"
"554";"323200 ";"2004JJ00";"311";"0";"0";"312";"0.2";"0";"0";"0";"0";"0.2";"0.5";"0"
"555";"323200 ";"2005JJ00";"317";"0";"0";"318";"0.1";"0";"0";"0";"0";"0.2";"0.4";"0"
"556";"323200 ";"2006JJ00";"322";"0";"0";"323";"0.2";"0";"0";"0";"0";"0.2";"0.4";"0"
"557";"323200 ";"2007JJ00";"298";"0";"0";"299";"0.2";"0";"0";"0";"0";"0.1";"0.4";"0"
"558";"323200 ";"2008JJ00";"267";"0";"0";"268";"0.2";"0";"0";"0";"0";"0.1";"0.4";"0"
"559";"323200 ";"2009JJ00";"233";"0";"0";"234";"0.1";"0";"0";"0";"0";"0.1";"0.4";"0"
"560";"323200 ";"2010JJ00";"262";"0";"0";"263";"0.2";"0";"0";"0";"0";"0.1";"0.3";"0"
"561";"323200 ";"2011JJ00";"227";"0";"0";"228";"0.1";"0";"0";"0";"0";"0.1";"0.4";"0"
"562";"323200 ";"2012JJ00";"221";"0";"0";"223";"0.2";"0";"0";"0";"0";"0.1";"0.2";"0"
"563";"323200 ";"2013JJ00";"209";"0";"0";"211";"0.1";"0";"0";"0";"0";"0.1";"0.2";"0"
"564";"323200 ";"2014JJ00";"171";"0";"0";"173";"0.1";"0";"0";"0";"0";"0.1";"0.4";"0"
"565";"323200 ";"2015JJ00";"170";"0";"0.1";"172";"0.1";"0";"0";"0";"0";"0.1";"0.3";"0"
"566";"323200 ";"2016JJ00";"131";"0";"0";"133";"0.1";"0";"0";"0";"0";"0.1";"0.3";"0"
"567";"323200 ";"2017JJ00";"133";"0";"0";"135";"0.1";"0";"0";"0";"0";"0.1";"0.2";"0"
"568";"323200 ";"2018JJ00";"136";"0";"0";"137";"0.1";"0";"0";"0";"0";"0.1";"0.3";"0"
"569";"323200 ";"2019JJ00";"133";"0";"0";"134";"0.1";"0";"0";"0";"0";"0.1";"0.3";"0"
"570";"323705 ";"1990JJ00";"3319";"0";"0.3";"3330";"17.2";"10.1";"0.6";"0.7";"854.9";"8";"9.5";"3.3"
"571";"323705 ";"1991JJ00";"3451";"0";"0.3";"3462";"14.3";"7.1";"0.6";"0.6";"683.9";"11";"8.7";"3.1"
"572";"323705 ";"1992JJ00";"3412";"0";"0.4";"3423";"15.6";"7.6";"0.6";"0.6";"512.9";"14";"8";"3"
"573";"323705 ";"1993JJ00";"3328";"0";"0.4";"3340";"12.5";"5.9";"0.7";"0.5";"342";"16.9";"7.2";"2.9"
"574";"323705 ";"1994JJ00";"3276";"0";"0.4";"3289";"11";"5.4";"0.6";"0.4";"171";"19.8";"6.4";"2.7"
"575";"323705 ";"1995JJ00";"2976";"0";"0.4";"2989";"9.3";"4.9";"0.6";"0.4";"0";"22.4";"5.8";"2.6"
"576";"323705 ";"1996JJ00";"2885";"0";"0.5";"2901";"9.5";"4.4";"0.5";"0.4";"0";"19.8";"5.4";"2"
"577";"323705 ";"1997JJ00";"2884";"0";"0.6";"2900";"10.1";"3.7";"0.5";"0.4";"0";"20.6";"4.8";"1.1"
"578";"323705 ";"1998JJ00";"2872";"0";"0.6";"2890";"8.2";"3.1";"0.2";"0.3";"0";"22.2";"5.1";"0.7"
"579";"323705 ";"1999JJ00";"2983";"0";"0.6";"3001";"6.6";"3.1";"0.4";"0.3";"0";"23";"3.5";"1"
"580";"323705 ";"2000JJ00";"2965";"0";"0.6";"2984";"6.2";"2.7";"0.5";"0.2";"0.3";"22.2";"3.2";"1.4"
"581";"323705 ";"2001JJ00";"2920";"0";"0.5";"2935";"8";"3.2";"0.5";"0.3";"0";"22";"2.7";"1.7"
"582";"323705 ";"2002JJ00";"2619";"0";"0.4";"2631";"7.3";"3.3";"0.5";"0.3";"0";"18.5";"2.9";"2.2"
"583";"323705 ";"2003JJ00";"2547";"0";"0.4";"2560";"6.6";"1.2";"0.5";"0.2";"0";"7";"2.7";"1.2"
"584";"323705 ";"2004JJ00";"2582";"0";"0.4";"2593";"6.5";"2.6";"0.4";"0.2";"0";"5.7";"2.7";"1.4"
"585";"323705 ";"2005JJ00";"2551";"0";"0.4";"2563";"6.7";"2.5";"0.4";"0.2";"0";"5.9";"3";"1.3"
"586";"323705 ";"2006JJ00";"2532";"0";"0.4";"2544";"6.5";"3.3";"0.4";"0.3";"0";"5.8";"3";"1.4"
"587";"323705 ";"2007JJ00";"2599";"0";"0.4";"2611";"6.4";"3.1";"0.4";"0.3";"0";"4.4";"3";"1.4"
"588";"323705 ";"2008JJ00";"2564";"0";"0.4";"2576";"6.7";"3.1";"0.5";"0.3";"0";"4.9";"2.6";"1.3"
"589";"323705 ";"2009JJ00";"2366";"0";"0.3";"2377";"6.4";"2.9";"0.5";"0.3";"0";"8.4";"2.4";"1.3"
"590";"323705 ";"2010JJ00";"2368";"0";"0.3";"2379";"5.9";"3.1";"0.4";"0.2";"0";"8.1";"2.6";"1.3"
