"ID";"NederlandseEconomie";"Perioden";"CO2_1";"N2O_2";"CH4_3";"BroeikasgasEquivalent_4";"NOx_5";"SO2_6";"NH3_7";"ZuurEquivalent_8";"CFK12Equivalent_9";"CO_10";"NMVOS_11";"PM10_12"
"1007";"350000 ";"2007JJ00";"3247";"0";"0.1";"3443";"19.5";"1.3";"0.1";"0.5";"25";"11.2";"9.5";"2.6"
"1008";"350000 ";"2008JJ00";"3392";"0";"0.1";"3606";"19.5";"0.7";"0.1";"0.5";"25";"11.8";"6.7";"2.5"
"1009";"350000 ";"2009JJ00";"3379";"0";"0.1";"3566";"19";"0.3";"0.1";"0.4";"25";"11.7";"8.3";"2.3"
"1010";"350000 ";"2010JJ00";"3193";"0";"0.1";"3364";"17";"0.1";"0.1";"0.4";"25";"11.1";"8.6";"2"
"1011";"350000 ";"2011JJ00";"3208";"0";"0.1";"3440";"17.3";"0";"0.1";"0.4";"25";"10.9";"7.7";"1.9"
"1012";"350000 ";"2012JJ00";"3136";"0";"0.1";"3319";"16.5";"0";"0.1";"0.4";"25";"10.1";"6.9";"1.8"
"1013";"350000 ";"2013JJ00";"3042";"0";"0.1";"3198";"15.6";"0";"0.1";"0.3";"25";"9.4";"6.4";"1.7"
"1014";"350000 ";"2014JJ00";"3007";"0";"0.1";"3155";"15.7";"0";"0.1";"0.3";"25";"8.8";"7.2";"1.7"
"1015";"350000 ";"2015JJ00";"2999";"0";"0.1";"3146";"15.3";"0";"0.1";"0.3";"25";"8.1";"6.4";"1.7"
"1016";"350000 ";"2016JJ00";"3076";"0";"0.1";"3225";"15.1";"0";"0.1";"0.3";"25";"7.8";"5.4";"1.7"
"1017";"350000 ";"2017JJ00";"3128";"0.1";"0.1";"3277";"13.8";"0";"0.1";"0.3";"25";"7.4";"5.2";"1.6"
"1018";"350000 ";"2018JJ00";"3446";"0.1";"0.1";"3597";"11.8";"0";"0.1";"0.3";"25";"7.6";"5.2";"1.6"
"1019";"350000 ";"2019JJ00";"3588";"0.1";"0.1";"3739";"11.7";"0";"0.1";"0.3";"25";"7.6";"5.3";"1.7"
"1020";"300006 ";"1990JJ00";"21647";"0.4";"2";"21815";"261.3";"69.4";"0.2";"7.9";"517.9";"82.5";"78.3";"16.3"
"1021";"300006 ";"1991JJ00";"22707";"0.4";"2.1";"22888";"261.9";"66.2";"0.3";"7.8";"418.4";"144.1";"74";"16"
"1022";"300006 ";"1992JJ00";"24035";"0.5";"2.2";"24231";"273.7";"71.5";"0.3";"8.2";"318.9";"176.4";"70";"16.4"
"1023";"300006 ";"1993JJ00";"25422";"0.5";"2.4";"25634";"276.9";"75";"0.3";"8.4";"219.4";"174.8";"65.6";"16.4"
"1024";"300006 ";"1994JJ00";"26026";"0.5";"2.5";"26251";"280.7";"78.6";"0.3";"8.6";"119.8";"141.1";"61.2";"16.5"
"1025";"300006 ";"1995JJ00";"26964";"0.6";"2.7";"27216";"278.8";"78.8";"0.3";"8.5";"20.3";"72";"55.1";"15.8"
"1026";"300006 ";"1996JJ00";"28389";"0.6";"3.2";"28667";"277.5";"77.8";"0.3";"8.5";"17.3";"68.6";"48.1";"15.4"
"1027";"300006 ";"1997JJ00";"29341";"0.6";"3.3";"29634";"285.3";"78.1";"0.3";"8.7";"11.3";"67.7";"43.5";"15.6"
"1028";"300006 ";"1998JJ00";"30184";"0.7";"3.2";"30483";"295";"86.8";"0.3";"9.1";"5.6";"65.1";"42.1";"15.8"
"1029";"300006 ";"1999JJ00";"31895";"0.7";"3.1";"32198";"321.8";"101.5";"0.4";"10.2";"2.8";"66";"40.9";"17.5"
"1030";"300006 ";"2000JJ00";"32233";"0.7";"3.2";"32639";"326.1";"101.5";"0.4";"10.3";"1.4";"62.8";"35.2";"17.7"
"1031";"300006 ";"2001JJ00";"32614";"0.7";"2.9";"33048";"324.9";"95.6";"0.5";"10.1";"0.5";"63.1";"33.7";"16.8"
"1032";"300006 ";"2002JJ00";"32027";"0.7";"2.8";"32483";"313.1";"87";"0.5";"9.5";"0";"60.6";"30.6";"15.3"
"1033";"300006 ";"2003JJ00";"32480";"0.7";"2.8";"32969";"320.4";"88.1";"0.5";"9.7";"0";"59.7";"29.8";"15.2"
"1034";"300006 ";"2004JJ00";"32943";"0.7";"2.6";"33458";"324.1";"84";"0.5";"9.7";"0";"58.4";"27.6";"14.5"
"1035";"300006 ";"2005JJ00";"33036";"0.8";"2.6";"33587";"326.2";"89.3";"0.5";"9.9";"0";"59.1";"31.8";"14.7"
"1036";"300006 ";"2006JJ00";"32303";"0.8";"2.5";"32880";"291.5";"71.7";"0.5";"8.6";"0";"59.8";"30.4";"12.4"
"1037";"300006 ";"2007JJ00";"33236";"0.8";"2.6";"33860";"315";"81.2";"0.5";"9.4";"0";"61.1";"31";"13.5"
"1038";"300006 ";"2008JJ00";"33654";"0.9";"2.7";"34321";"319.1";"67.5";"0.5";"9.1";"0";"63.2";"30.9";"12.8"
"1039";"300006 ";"2009JJ00";"31679";"0.9";"2.5";"32355";"295";"62.8";"0.5";"8.4";"0";"59.7";"28";"11.9"
"1040";"300006 ";"2010JJ00";"32327";"0.9";"2.4";"33023";"284";"52";"0.5";"7.8";"0";"58.8";"29.5";"10.8"
"1041";"300006 ";"2011JJ00";"32159";"0.9";"2.3";"32875";"262.6";"34.8";"0.5";"6.8";"0";"59.4";"28.9";"8.8"
"1042";"300006 ";"2012JJ00";"32841";"1";"2.3";"33579";"268.2";"27.9";"0.5";"6.7";"0";"58.2";"28.6";"9"
"1043";"300006 ";"2013JJ00";"32786";"1";"2.3";"33460";"270.9";"38.5";"0.5";"7.1";"0";"56.2";"27.6";"8.8"
"1044";"300006 ";"2014JJ00";"32102";"1";"2.2";"32737";"266.9";"29.5";"0.5";"6.7";"0";"53.8";"26.5";"8.9"
"1045";"300006 ";"2015JJ00";"32169";"1";"1.4";"32807";"253.6";"20.6";"0.6";"6.2";"0";"51.4";"26.4";"7.5"
"1046";"300006 ";"2016JJ00";"30500";"1.1";"1.4";"31102";"248.8";"13.6";"0.7";"5.9";"0";"51.1";"25.3";"6.3"
"1047";"300006 ";"2017JJ00";"30869";"1.1";"1.5";"31477";"247.7";"13.5";"0.7";"5.8";"0";"50.3";"25.5";"6.2"
"1048";"300006 ";"2018JJ00";"31300";"1.1";"1.5";"31908";"247.5";"12.5";"0.8";"5.8";"0";"51";"25.9";"6.2"
"1049";"300006 ";"2019JJ00";"30566";"1.1";"1.5";"31166";"239";"12.2";"0.8";"5.6";"0";"49.4";"25.4";"5.9"
"1050";"354200 ";"1990JJ00";"3927";"0";"0.7";"3951";"31.3";"2.2";"0.1";"0.8";"327.5";"29.9";"36.9";"2.1"
"1051";"354200 ";"1991JJ00";"4234";"0";"0.7";"4262";"31.9";"2.3";"0.1";"0.8";"264.5";"59.9";"34.7";"2.1"
"1052";"354200 ";"1992JJ00";"4195";"0";"0.8";"4226";"32.1";"2.4";"0.1";"0.8";"201.6";"75.1";"32.2";"2.1"
"1053";"354200 ";"1993JJ00";"4360";"0";"0.9";"4394";"30.7";"2.4";"0.2";"0.7";"138.7";"73.4";"29.7";"2"
"1054";"354200 ";"1994JJ00";"4227";"0";"1";"4265";"29.3";"2.3";"0.2";"0.7";"75.8";"55.3";"27";"1.8"
"1055";"354200 ";"1995JJ00";"4342";"0";"1.1";"4391";"28.1";"2.2";"0.2";"0.7";"12.9";"21.6";"24.1";"1.6"
"1056";"354200 ";"1996JJ00";"4620";"0.1";"1.4";"4678";"27";"1.6";"0.2";"0.6";"11";"19.6";"20";"1.5"
"1057";"354200 ";"1997JJ00";"4397";"0.1";"1.5";"4458";"25.1";"0.7";"0.2";"0.6";"7.1";"18.1";"17.7";"1.3"
"1058";"354200 ";"1998JJ00";"4394";"0.1";"1.4";"4454";"24.9";"0.8";"0.2";"0.6";"3.5";"16.5";"16.8";"1.3"
"1059";"354200 ";"1999JJ00";"4470";"0.1";"1.4";"4527";"24.9";"0.8";"0.2";"0.6";"1.8";"15.7";"16.1";"1.2"
"1060";"354200 ";"2000JJ00";"4424";"0.1";"1.4";"4518";"24.1";"0.5";"0.2";"0.6";"0.9";"14.7";"12.1";"1.2"
"1061";"354200 ";"2001JJ00";"4670";"0.1";"1.3";"4774";"23.8";"0.1";"0.3";"0.5";"0.3";"16.8";"11.6";"1.2"
"1062";"354200 ";"2002JJ00";"4548";"0.1";"1.2";"4661";"23";"0.1";"0.3";"0.5";"0";"15.9";"10.7";"1.1"
"1063";"354200 ";"2003JJ00";"4644";"0.1";"1.2";"4768";"22.5";"0.1";"0.3";"0.5";"0";"15.3";"10.3";"1"
"1064";"354200 ";"2004JJ00";"4830";"0.1";"1.1";"4962";"22.5";"0.1";"0.3";"0.5";"0";"14.8";"10.5";"1"
"1065";"354200 ";"2005JJ00";"4646";"0.1";"1.1";"4790";"21.8";"0.1";"0.3";"0.5";"0";"15";"11.2";"0.9"
"1066";"354200 ";"2006JJ00";"4646";"0.1";"1.1";"4799";"21.3";"0.1";"0.3";"0.5";"0";"15.1";"9.2";"0.9"
"1067";"354200 ";"2007JJ00";"4464";"0.1";"1.1";"4631";"20.9";"0.1";"0.3";"0.5";"0";"14.8";"9.2";"0.8"
"1068";"354200 ";"2008JJ00";"4646";"0.1";"1.2";"4829";"20.2";"0.1";"0.3";"0.5";"0";"15.7";"9";"0.8"
"1069";"354200 ";"2009JJ00";"4538";"0.1";"1.1";"4728";"18.8";"0.1";"0.3";"0.4";"0";"14.5";"8.1";"0.7"
"1070";"354200 ";"2010JJ00";"4767";"0.1";"1";"4960";"17.1";"0";"0.3";"0.4";"0";"14.1";"10.2";"0.6"
"1071";"354200 ";"2011JJ00";"4174";"0.1";"0.9";"4369";"15.7";"0.1";"0.3";"0.4";"0";"13.4";"9.7";"0.6"
"1072";"354200 ";"2012JJ00";"4293";"0.1";"0.9";"4494";"15.3";"0.1";"0.3";"0.3";"0";"12.5";"9.3";"0.5"
"1073";"354200 ";"2013JJ00";"4305";"0.1";"0.9";"4470";"14.7";"0";"0.2";"0.3";"0";"11.8";"8.7";"0.5"
"1074";"354200 ";"2014JJ00";"3795";"0.1";"0.8";"3938";"13.1";"0";"0.2";"0.3";"0";"10.8";"8.2";"0.4"
"1075";"354200 ";"2015JJ00";"3897";"0.1";"0.4";"4039";"12.5";"0.1";"0.2";"0.3";"0";"9.9";"8.3";"0.4"
"1076";"354200 ";"2016JJ00";"3861";"0.1";"0.4";"3985";"11.8";"0.1";"0.3";"0.3";"0";"9.6";"7.1";"0.4"
"1077";"354200 ";"2017JJ00";"4049";"0.1";"0.4";"4175";"11.2";"0.1";"0.3";"0.3";"0";"9.5";"7.1";"0.4"
"1078";"354200 ";"2018JJ00";"4019";"0.1";"0.4";"4144";"10.2";"0.1";"0.3";"0.2";"0";"9.5";"7.1";"0.4"
"1079";"354200 ";"2019JJ00";"3974";"0.1";"0.4";"4099";"10.2";"0.1";"0.3";"0.2";"0";"9.5";"7.1";"0.4"
"1080";"383100 ";"1990JJ00";"16904";"0.4";"1.1";"17043";"228.4";"67.1";"0.1";"7.1";"145.3";"50.6";"40.4";"14.1"
"1081";"383100 ";"1991JJ00";"17555";"0.4";"1.1";"17702";"228.4";"63.9";"0.1";"7";"117.4";"50.9";"38.4";"13.8"
"1082";"383100 ";"1992JJ00";"18983";"0.4";"1.2";"19142";"240";"69";"0.1";"7.4";"89.5";"52.3";"36.8";"14.2"
"1083";"383100 ";"1993JJ00";"20139";"0.5";"1.2";"20309";"244.5";"72.5";"0.1";"7.6";"61.5";"52.5";"35";"14.3"
"1084";"383100 ";"1994JJ00";"20935";"0.5";"1.2";"21112";"249.7";"76.3";"0.1";"7.8";"33.6";"52.7";"33.3";"14.7"
"1085";"383100 ";"1995JJ00";"21728";"0.5";"1.2";"21913";"249.2";"76.5";"0.1";"7.8";"5.6";"48.9";"30.3";"14.1"
"1086";"383100 ";"1996JJ00";"22742";"0.6";"1.2";"22940";"249";"76.1";"0.1";"7.8";"4.8";"47.5";"27.3";"13.9"
"1087";"383100 ";"1997JJ00";"24035";"0.6";"1.2";"24244";"258.8";"77.4";"0.1";"8";"3.1";"48.2";"25";"14.2"
"1088";"383100 ";"1998JJ00";"24904";"0.6";"1.2";"25118";"268.7";"86";"0.1";"8.5";"1.5";"47.4";"24.5";"14.5"
"1089";"383100 ";"1999JJ00";"26575";"0.7";"1.2";"26801";"295.3";"100.6";"0.2";"9.6";"0.8";"49.1";"24.1";"16.2"
"1090";"383100 ";"2000JJ00";"26960";"0.7";"1.2";"27214";"300.6";"100.9";"0.2";"9.7";"0.4";"47";"22.5";"16.4"
"1091";"383100 ";"2001JJ00";"27034";"0.7";"1.1";"27295";"299.6";"95.5";"0.2";"9.5";"0.1";"45.2";"21.6";"15.6"
"1092";"383100 ";"2002JJ00";"26622";"0.7";"1.1";"26888";"288.7";"86.9";"0.2";"9";"0";"43.6";"19.4";"14.2"
"1093";"383100 ";"2003JJ00";"26946";"0.7";"1.1";"27221";"296.5";"88";"0.2";"9.2";"0";"43.4";"19";"14.1"
"1094";"383100 ";"2004JJ00";"27164";"0.7";"1";"27446";"300.2";"83.9";"0.2";"9.1";"0";"42.6";"16.6";"13.5"
"1095";"383100 ";"2005JJ00";"27519";"0.7";"1";"27817";"303.3";"89.2";"0.2";"9.4";"0";"43.1";"20.2";"13.8"
"1096";"383100 ";"2006JJ00";"26783";"0.7";"1";"27086";"269";"71.6";"0.2";"8.1";"0";"43.7";"20.8";"11.5"
"1097";"383100 ";"2007JJ00";"27972";"0.8";"1";"28296";"293.1";"81.1";"0.2";"8.9";"0";"45.3";"21.3";"12.6"
"1098";"383100 ";"2008JJ00";"28147";"0.8";"1";"28487";"297.8";"67.4";"0.2";"8.6";"0";"46.5";"21.4";"12"
"1099";"383100 ";"2009JJ00";"26279";"0.8";"0.9";"26614";"275.2";"62.8";"0.2";"7.9";"0";"44.2";"19.5";"11.2"
"1100";"383100 ";"2010JJ00";"26471";"0.8";"0.9";"26815";"265.7";"51.9";"0.2";"7.4";"0";"43.6";"18.9";"10.1"
"1101";"383100 ";"2011JJ00";"27095";"0.9";"1";"27456";"245.9";"34.7";"0.2";"6.4";"0";"45";"18.8";"8.2"
"1102";"383100 ";"2012JJ00";"27481";"0.9";"1";"27852";"251.8";"27.8";"0.2";"6.3";"0";"44.6";"18.8";"8.4"
"1103";"383100 ";"2013JJ00";"27370";"0.9";"0.9";"27750";"255.1";"38.5";"0.2";"6.8";"0";"43.3";"18.5";"8.3"
"1104";"383100 ";"2014JJ00";"27393";"0.9";"1";"27777";"252.8";"29.5";"0.3";"6.4";"0";"42";"17.8";"8.4"
"1105";"383100 ";"2015JJ00";"27273";"0.9";"0.8";"27657";"240.2";"20.6";"0.3";"5.9";"0";"40.5";"17.6";"7.1"
"1106";"383100 ";"2016JJ00";"25634";"0.9";"0.8";"26022";"236";"13.5";"0.4";"5.6";"0";"40.4";"17.7";"5.9"
"1107";"383100 ";"2017JJ00";"25785";"1";"0.8";"26176";"235.5";"13.4";"0.4";"5.6";"0";"39.6";"17.9";"5.7"
"1108";"383100 ";"2018JJ00";"26257";"1";"0.8";"26648";"236.4";"12.5";"0.5";"5.5";"0";"40.2";"18.3";"5.8"
"1109";"383100 ";"2019JJ00";"25608";"1";"0.8";"25993";"228";"12.1";"0.5";"5.4";"0";"38.6";"17.7";"5.5"
"1110";"383200 ";"1990JJ00";"4647";"0";"0.6";"4675";"71.2";"5.2";"0";"1.7";"68.4";"20.9";"10";"3.9"
"1111";"383200 ";"1991JJ00";"4887";"0.1";"0.6";"4921";"73.5";"5.4";"0";"1.8";"55.3";"21.5";"10.2";"4"
"1112";"383200 ";"1992JJ00";"5091";"0.1";"0.6";"5125";"73.9";"5.6";"0";"1.8";"42.1";"21.6";"9.9";"3.9"
"1113";"383200 ";"1993JJ00";"5141";"0.1";"0.6";"5176";"70.9";"5.6";"0";"1.7";"29";"20.8";"9.3";"3.7"
"1114";"383200 ";"1994JJ00";"5164";"0.1";"0.6";"5199";"68.1";"5.4";"0";"1.6";"15.9";"19.9";"8.7";"3.5"
"1115";"383200 ";"1995JJ00";"5362";"0.1";"0.6";"5400";"66.7";"5.1";"0";"1.6";"2.8";"19";"7.9";"3.4"
"1116";"383200 ";"1996JJ00";"5367";"0.1";"0.6";"5406";"63.2";"3.8";"0";"1.5";"2.3";"17.3";"7";"3.1"
"1117";"383200 ";"1997JJ00";"5371";"0.1";"0.6";"5410";"61.2";"1.7";"0";"1.4";"1.5";"16";"6.2";"2.7"
"1118";"383200 ";"1998JJ00";"5450";"0.1";"0.6";"5489";"60";"1.7";"0";"1.4";"0.7";"14.8";"5.6";"2.5"
"1119";"383200 ";"1999JJ00";"5808";"0.1";"0.6";"5847";"62.3";"1.8";"0";"1.4";"0.4";"14.6";"5.3";"2.4"
"1120";"383200 ";"2000JJ00";"5739";"0.1";"0.6";"5801";"60.7";"1.1";"0";"1.4";"0.2";"13.5";"4.5";"2.1"
"1121";"383200 ";"2001JJ00";"5727";"0.1";"0.5";"5796";"60.1";"0.3";"0.1";"1.3";"0.1";"13.2";"4.2";"2"
"1122";"383200 ";"2002JJ00";"5785";"0.1";"0.5";"5862";"59.7";"0.2";"0.1";"1.3";"0";"12.8";"3.8";"1.8"
"1123";"383200 ";"2003JJ00";"5809";"0.1";"0.5";"5893";"59.3";"0.2";"0.1";"1.3";"0";"12.7";"3.5";"1.7"
"1124";"383200 ";"2004JJ00";"5849";"0.1";"0.5";"5940";"59.6";"0.2";"0.1";"1.3";"0";"12.7";"3.3";"1.6"
"1125";"383200 ";"2005JJ00";"5833";"0.1";"0.5";"5929";"59.2";"0.1";"0.1";"1.3";"0";"12.9";"3.2";"1.6"
"1126";"383200 ";"2006JJ00";"5903";"0.1";"0.5";"6006";"58.5";"0.2";"0.1";"1.3";"0";"13.4";"2.9";"1.5"
"1127";"383200 ";"2007JJ00";"5932";"0.1";"0.5";"6050";"57.8";"0.1";"0.1";"1.3";"0";"14.1";"2.7";"1.4"
"1128";"383200 ";"2008JJ00";"5917";"0.1";"0.5";"6048";"54.9";"0.1";"0.1";"1.2";"0";"14.6";"2.4";"1.3"
"1129";"383200 ";"2009JJ00";"5698";"0.2";"0.4";"5838";"50";"0.1";"0.1";"1.1";"0";"14.3";"2";"1.1"
"1130";"383200 ";"2010JJ00";"5742";"0.2";"0.5";"5891";"46.4";"0.1";"0.1";"1";"0";"14.1";"1.8";"1"
"1131";"383200 ";"2011JJ00";"5688";"0.2";"0.5";"5847";"44";"0";"0.1";"1";"0";"14.1";"1.6";"0.9"
"1132";"383200 ";"2012JJ00";"5414";"0.2";"0.5";"5578";"38.7";"0";"0.1";"0.8";"0";"13.3";"1.3";"0.8"
"1133";"383200 ";"2013JJ00";"5306";"0.2";"0.4";"5475";"35.4";"0";"0.1";"0.8";"0";"12.6";"1.2";"0.7"
"1134";"383200 ";"2014JJ00";"5236";"0.3";"0.5";"5411";"31.7";"0";"0.1";"0.7";"0";"11.9";"1.1";"0.6"
"1135";"383200 ";"2015JJ00";"5213";"0.3";"0.4";"5389";"28.1";"0";"0.2";"0.6";"0";"11";"1.1";"0.6"
"1136";"383200 ";"2016JJ00";"5121";"0.3";"0.4";"5302";"25.2";"0";"0.3";"0.6";"0";"10.7";"1.1";"0.6"
"1137";"383200 ";"2017JJ00";"5143";"0.3";"0.4";"5324";"22.7";"0";"0.3";"0.5";"0";"10";"1";"0.6"
"1138";"383200 ";"2018JJ00";"5282";"0.3";"0.3";"5458";"20.8";"0";"0.4";"0.5";"0";"9.6";"1";"0.6"
"1139";"383200 ";"2019JJ00";"5321";"0.3";"0.4";"5498";"20.6";"0";"0.4";"0.5";"0";"9.6";"1";"0.6"
"1140";"384900 ";"1990JJ00";"5922";"0.1";"0.2";"5972";"126.8";"58.4";"0";"4.6";"7.5";"11.9";"8.8";"7.5"
"1141";"384900 ";"1991JJ00";"5908";"0.1";"0.2";"5956";"123.4";"55";"0";"4.4";"6";"11.6";"8.7";"7.3"
"1142";"384900 ";"1992JJ00";"6405";"0.2";"0.2";"6457";"132.5";"59.7";"0";"4.7";"4.6";"12.4";"9.3";"7.9"
"1143";"384900 ";"1993JJ00";"6713";"0.2";"0.2";"6767";"137.6";"62.8";"0";"5";"3.2";"12.8";"9.8";"8.3"
"1144";"384900 ";"1994JJ00";"7147";"0.2";"0.3";"7205";"144.8";"66.7";"0";"5.2";"1.7";"13.4";"10.3";"8.9"
"1145";"384900 ";"1995JJ00";"7078";"0.2";"0.2";"7135";"143.8";"66.8";"0";"5.2";"0.3";"13.1";"9.9";"8.7"
"1146";"384900 ";"1996JJ00";"7080";"0.2";"0.2";"7138";"144.2";"67.5";"0";"5.2";"0.3";"13.1";"9.6";"8.8"
"1147";"384900 ";"1997JJ00";"7669";"0.2";"0.3";"7732";"154";"70.9";"0";"5.6";"0.2";"14.1";"10.4";"9.5"
"1148";"384900 ";"1998JJ00";"7897";"0.2";"0.3";"7960";"163";"79.3";"0";"6";"0.1";"14.2";"10.2";"10.2"
"1149";"384900 ";"1999JJ00";"8749";"0.2";"0.3";"8821";"184.6";"93.7";"0";"6.9";"0";"15.8";"11";"12"
"1150";"384900 ";"2000JJ00";"8935";"0.2";"0.3";"9009";"189.1";"98.2";"0";"7.2";"0";"16.2";"11";"12.6"
"1151";"384900 ";"2001JJ00";"9054";"0.2";"0.3";"9128";"188.6";"93.7";"0";"7";"0";"16.2";"11";"12"
"1152";"384900 ";"2002JJ00";"8540";"0.2";"0.3";"8610";"177.3";"85.5";"0";"6.5";"0";"14.9";"9.3";"10.9"
"1153";"384900 ";"2003JJ00";"8947";"0.2";"0.3";"9020";"184.7";"86.1";"0";"6.7";"0";"15.5";"9.6";"11.1"
"1154";"384900 ";"2004JJ00";"8865";"0.2";"0.3";"8938";"184.3";"81.5";"0";"6.6";"0";"14.6";"9";"10.5"
"1155";"384900 ";"2005JJ00";"8960";"0.2";"0.3";"9035";"186.6";"86.3";"0";"6.8";"0";"14.4";"8.7";"10.9"
"1156";"384900 ";"2006JJ00";"7553";"0.2";"0.2";"7618";"152.8";"68.1";"0";"5.4";"0";"12.9";"8.2";"8.8"
"1157";"384900 ";"2007JJ00";"8661";"0.2";"0.3";"8735";"178";"78.8";"0";"6.3";"0";"13.8";"8.5";"9.9"
"1158";"384900 ";"2008JJ00";"8968";"0.2";"0.3";"9044";"179.1";"61";"0";"5.8";"0";"14.6";"8.7";"9.4"
"1159";"384900 ";"2009JJ00";"8161";"0.2";"0.3";"8230";"162.2";"56";"0";"5.3";"0";"13.9";"8.3";"9"
"1160";"384900 ";"2010JJ00";"7935";"0.2";"0.2";"8001";"155.3";"47.9";"0";"4.9";"0";"13.3";"7.8";"8"
"1161";"384900 ";"2011JJ00";"7743";"0.2";"0.2";"7807";"145.9";"31.1";"0";"4.1";"0";"13.5";"7.4";"6.2"
"1162";"384900 ";"2012JJ00";"8334";"0.2";"0.2";"8402";"155.3";"23.9";"0";"4.1";"0";"14.3";"7.9";"6.5"
"1163";"384900 ";"2013JJ00";"8344";"0.2";"0.2";"8413";"155";"32.8";"0";"4.4";"0";"14";"7.8";"6.4"
"1164";"384900 ";"2014JJ00";"8556";"0.2";"0.3";"8627";"159.6";"24.2";"0";"4.2";"0";"14.7";"7.2";"6.6"
"1165";"384900 ";"2015JJ00";"8316";"0.2";"0.3";"8386";"150.5";"15.1";"0";"3.7";"0";"14";"7";"5.3"
"1166";"384900 ";"2016JJ00";"7877";"0.2";"0.3";"7946";"150.1";"6.6";"0";"3.5";"0";"14";"6.9";"4.2"
"1167";"384900 ";"2017JJ00";"8072";"0.2";"0.3";"8143";"152.8";"6.6";"0";"3.5";"0";"14.3";"7";"4.1"
"1168";"384900 ";"2018JJ00";"8367";"0.2";"0.3";"8441";"155.3";"5.7";"0";"3.5";"0";"15.1";"7.3";"4.2"
"1169";"384900 ";"2019JJ00";"7714";"0.2";"0.3";"7782";"145.9";"5.3";"0";"3.3";"0";"13.6";"6.8";"3.9"
"1170";"386300 ";"1990JJ00";"5475";"0.2";"0.1";"5528";"18.8";"2.5";"0";"0.5";"15.5";"12.1";"1.8";"0.1"
"1171";"386300 ";"1991JJ00";"5875";"0.2";"0.1";"5933";"20.1";"2.7";"0";"0.5";"12.5";"12.4";"1.8";"0.1"
"1172";"386300 ";"1992JJ00";"6606";"0.2";"0.1";"6671";"22.5";"3";"0";"0.6";"9.6";"13.2";"1.9";"0.1"
"1173";"386300 ";"1993JJ00";"7367";"0.2";"0.1";"7439";"24.9";"3.3";"0";"0.6";"6.6";"13.9";"1.9";"0.1"
"1174";"386300 ";"1994JJ00";"7710";"0.2";"0.1";"7786";"26";"3.5";"0";"0.7";"3.6";"14.6";"2";"0.1"
"1175";"386300 ";"1995JJ00";"8357";"0.3";"0.1";"8440";"28.1";"3.8";"0";"0.7";"0.6";"12.4";"2";"0.1"
"1176";"386300 ";"1996JJ00";"9334";"0.3";"0.1";"9426";"31.3";"4.2";"0";"0.8";"0.6";"12.9";"1.9";"0.1"
"1177";"386300 ";"1997JJ00";"10066";"0.3";"0.1";"10165";"33.8";"4.5";"0";"0.9";"0.4";"14.2";"2";"0.1"
"1178";"386300 ";"1998JJ00";"10634";"0.3";"0.1";"10737";"36.2";"4.7";"0";"0.9";"0.2";"14.9";"1.8";"0.1"
"1179";"386300 ";"1999JJ00";"11083";"0.3";"0.1";"11190";"39";"4.9";"0";"1";"0.1";"15.3";"1.8";"0.1"
"1180";"386300 ";"2000JJ00";"11362";"0.4";"0.2";"11473";"41.6";"1.5";"0.1";"1";"0";"14.2";"2.1";"0.1"
"1181";"386300 ";"2001JJ00";"11320";"0.4";"0.1";"11431";"42.3";"1.5";"0.1";"1";"0";"12.8";"1.9";"0.1"
"1182";"386300 ";"2002JJ00";"11351";"0.4";"0.1";"11463";"43";"1.2";"0.1";"1";"0";"12.8";"1.8";"0.2"
"1183";"386300 ";"2003JJ00";"11228";"0.4";"0.1";"11339";"44.1";"1.6";"0.1";"1";"0";"12.3";"1.6";"0.1"
"1184";"386300 ";"2004JJ00";"11473";"0.4";"0.1";"11586";"48.3";"2.1";"0.1";"1.1";"0";"12.6";"1.4";"0.2"
"1185";"386300 ";"2005JJ00";"11764";"0.4";"0.1";"11884";"49.7";"2.8";"0.1";"1.2";"0";"13.2";"1.4";"0.2"
"1186";"386300 ";"2006JJ00";"12368";"0.4";"0.1";"12498";"50.5";"3.4";"0.1";"1.2";"0";"15";"1.5";"0.2"
"1187";"386300 ";"2007JJ00";"12422";"0.4";"0.1";"12549";"50.2";"2.1";"0.1";"1.2";"0";"15.1";"1.5";"0.2"
"1188";"386300 ";"2008JJ00";"12283";"0.4";"0.2";"12409";"57.1";"6.2";"0.1";"1.4";"0";"15";"1.9";"0.2"
"1189";"386300 ";"2009JJ00";"11426";"0.4";"0.1";"11543";"56.6";"6.6";"0";"1.4";"0";"13.8";"1.7";"0.1"
"1190";"386300 ";"2010JJ00";"11712";"0.4";"0.1";"11831";"58";"4";"0";"1.4";"0";"14.2";"1.3";"0.2"
"1191";"386300 ";"2011JJ00";"12573";"0.4";"0.1";"12701";"50.4";"3.6";"0.1";"1.2";"0";"15.3";"1.5";"0.2"
"1192";"386300 ";"2012JJ00";"12667";"0.4";"0.1";"12795";"52.7";"3.9";"0.1";"1.3";"0";"15.2";"1.5";"0.2"
"1193";"386300 ";"2013JJ00";"12650";"0.4";"0.1";"12780";"60.1";"5.6";"0.1";"1.5";"0";"15.1";"1.5";"0.2"
"1194";"386300 ";"2014JJ00";"12603";"0.4";"0.1";"12728";"57.4";"5.2";"0";"1.4";"0";"13.9";"1.4";"0.2"
"1195";"386300 ";"2015JJ00";"12730";"0.4";"0.1";"12857";"57.9";"5.4";"0";"1.4";"0";"14.1";"1.5";"0.2"
